Date,AAPL,MSFT,GOOGL,AMZN
2022-12-13,143.174072265625,250.34933471679688,94.8460922241211,92.48999786376953
2022-12-14,140.94972229003906,250.6416473388672,94.29067993164062,91.58000183105469
2022-12-15,134.3456573486328,242.64166259765625,90.11520385742188,88.44999694824219
2022-12-16,132.38705444335938,238.43209838867188,89.5201187133789,87.86000061035156
2022-12-19,130.28079223632812,234.30055236816406,87.71503448486328,84.91999816894531
2022-12-20,130.21188354492188,235.61602783203125,88.29027557373047,85.19000244140625
2022-12-21,133.31219482421875,238.17872619628906,88.84568786621094,86.7699966430664
2022-12-22,130.1430206298828,232.09832763671875,87.04061126708984,83.79000091552734
2022-12-23,129.77886962890625,232.6245574951172,88.49856567382812,85.25
2022-12-27,127.97771453857422,230.8998260498047,86.67363739013672,83.04000091552734
2022-12-28,124.05072021484375,228.5319366455078,85.31488037109375,81.81999969482422
2022-12-29,127.56436157226562,234.84620666503906,87.72494506835938,84.18000030517578
2022-12-30,127.87932586669922,233.68667602539062,87.50675964355469,84.0
2023-01-03,123.09601593017578,233.45277404785156,88.38946533203125,85.81999969482422
2023-01-04,124.36565399169922,223.2408447265625,87.35797882080078,85.13999938964844
2023-01-05,123.04680633544922,216.6244659423828,85.49339294433594,83.12000274658203
2023-01-06,127.57421112060547,219.17747497558594,86.62406158447266,86.08000183105469
2023-01-09,128.09584045410156,221.3114471435547,87.2984619140625,87.36000061035156
2023-01-10,128.66668701171875,222.9972381591797,87.69519805908203,89.87000274658203
2023-01-11,131.38314819335938,229.74024963378906,90.76979064941406,95.08999633789062
2023-01-12,131.30441284179688,232.41014099121094,90.38298034667969,95.2699966430664
2023-01-13,132.63308715820312,233.1117401123047,91.36487579345703,98.12000274658203
2023-01-17,133.79444885253906,234.203125,90.54167175292969,96.05000305175781
2023-01-18,133.07598876953125,229.7792205810547,90.37307739257812,95.45999908447266
2023-01-19,133.13504028320312,225.99842834472656,92.28724670410156,93.68000030517578
2023-01-20,135.69398498535156,234.076416015625,97.21649932861328,97.25
2023-01-23,138.88284301757812,236.37603759765625,98.97199249267578,97.5199966430664
2023-01-24,140.2804412841797,235.8498992919922,96.89911651611328,96.31999969482422
2023-01-25,139.6210479736328,234.45645141601562,94.43946838378906,97.18000030517578
2023-01-26,141.6879119873047,241.65745544433594,96.72061157226562,99.22000122070312
2023-01-27,143.6267852783203,241.81336975097656,98.55545043945312,102.23999786376953
2023-01-30,140.7430419921875,236.5027313232422,96.1453628540039,100.55000305175781
2023-01-31,142.0126495361328,241.47232055664062,98.02977752685547,103.12999725341797
2023-02-01,143.13467407226562,246.28599548339844,99.60675048828125,105.1500015258789
2023-02-02,148.43963623046875,257.83294677734375,106.8568344116211,112.91000366210938
2023-02-03,152.06153869628906,251.7427520751953,103.92108917236328,103.38999938964844
2023-02-06,149.3352813720703,250.20314025878906,102.05650329589844,102.18000030517578
2023-02-07,152.2091522216797,260.71722412109375,106.75765991210938,102.11000061035156
2023-02-08,149.52227783203125,259.908447265625,98.55545043945312,100.05000305175781
2023-02-09,148.48880004882812,256.8779602050781,94.2311782836914,98.23999786376953
2023-02-10,148.85353088378906,256.371337890625,93.7947769165039,97.61000061035156
2023-02-13,151.65301513671875,264.3810729980469,93.83446502685547,99.54000091552734
2023-02-14,151.01223754882812,265.2093505859375,93.90388488769531,99.69999694824219
2023-02-15,153.11184692382812,263.0895690917969,96.1453628540039,101.16000366210938
2023-02-16,151.51498413085938,256.08544921875,94.72708129882812,98.1500015258789
2023-02-17,150.37156677246094,252.09002685546875,93.57658386230469,97.19999694824219
2023-02-21,146.3596649169922,246.82467651367188,91.0375747680664,94.58000183105469
2023-02-22,146.78350830078125,245.69155883789062,90.89872741699219,95.79000091552734
2023-02-23,147.26651000976562,248.87611389160156,90.14494323730469,95.81999969482422
2023-02-24,144.61492919921875,243.45449829101562,88.39938354492188,93.5
2023-02-27,145.8076629638672,244.37277221679688,89.13331604003906,93.76000213623047
2023-02-28,145.3049774169922,243.64988708496094,89.3217544555664,94.2300033569336
2023-03-01,143.23492431640625,240.57276916503906,89.61930084228516,92.16999816894531
2023-03-02,143.8263702392578,245.30079650878906,91.24585723876953,92.12999725341797
2023-03-03,148.87326049804688,249.38409423828125,92.88232421875,94.9000015258789
2023-03-06,151.63331604003906,250.9275665283203,94.3501968383789,93.75
2023-03-07,149.4351348876953,248.27047729492188,93.09061431884766,93.55000305175781
2023-03-08,150.68699645996094,247.83084106445312,93.47740936279297,93.91999816894531
2023-03-09,148.43954467773438,246.4827880859375,91.56322479248047,92.25
2023-03-10,146.37940979003906,242.83909606933594,89.88706970214844,90.7300033569336
2023-03-13,148.32125854492188,248.0458221435547,90.36315155029297,92.43000030517578
2023-03-14,150.41094970703125,254.7568817138672,93.19969940185547,94.87999725341797
2023-03-15,150.80528259277344,259.29925537109375,95.3221664428711,96.19999694824219
2023-03-16,153.62442016601562,269.8103942871094,99.49765014648438,100.04000091552734
2023-03-17,152.78656005859375,272.965576171875,100.7869873046875,98.94999694824219
2023-03-20,155.15228271484375,265.9321594238281,100.39026641845703,97.70999908447266
2023-03-21,157.0054473876953,267.44635009765625,104.0599365234375,100.61000061035156
2023-03-22,155.57615661621094,265.9908142089844,102.52266693115234,98.69999694824219
